"unitid","institution_name","percent_of_undergraduate_students_awarded_federal_state_local_institutional_or_other_sources_of_grant_aid","average_amount_of_federal_state_local_institutional_or_other_sources_of_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_pell_grants","average_amount_pell_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_federal_student_loans","average_amount_of_federal_student_loans_awarded_to_undergraduate_students","average_net_price_students_awarded_grant_or_scholarship_aid","average_net_price_income_0_30_000_students_awarded_title_iv_federal_financial_aid","average_net_price_income_over_110_000_students_awarded_title_iv_federal_financial_aid","published_in_state_tuition_and_fees","published_out_of_state_tuition_and_fees","off_campus_not_with_family_room_and_board","on_campus_room_and_board","total_price_for_in_state_students_living_on_campus","total_price_for_out_of_state_students_living_on_campus","total_price_for_in_state_students_living_off_campus_not_with_family","total_price_for_out_of_state_students_living_off_campus_not_with_family","gradrate_ba_6yrs_total","gradrate_ba_6yrs_men","gradrate_ba_6yrs_women","gradrate_ba_6yrs_black_non_hispanic","gradrate_ba_6yrs_hispanic","gradrate_ba_6yrs_white_non_hispanic","pell_grant_recipients_overall_graduation_rate_within_150_percent_of_normal_time","subsidized_stafford_loan_recipients_not_receiving_pell_grants_overall_graduation_rate_within_150_percent_of_normal_time","did_not_receive_pell_grants_or_subsidized_stafford_loans_overall_graduation_rate_within_150_percent_of_normal_time","historically_black_college_or_university","sector_of_institution","institutional_category","degree_of_urbanization_urban_centric_locale","carnegie_classification_2018_size_and_setting","full_time_retention_rate","part_time_retention_rate","undergraduate_enrollment","percent_of_undergraduate_enrollment_that_are_black_or_african_american","percent_of_undergraduate_enrollment_that_are_hispanic/latino","percent_of_undergraduate_enrollment_that_are_white","percent_of_undergraduate_enrollment_that_are_women","endowment_assets_year_end_per_fte_enrollment","number_of_branches_and_independent_libraries","all_programs_offered_completely_via_distance_education","percent_of_undergraduate_students_enrolled_exclusively_in_distance_education_courses","endowment_total","finances_spent_research","finances_spent_student_services","finances_spent_public_service","finances_spent_academic_support","finances_spent_instruction","revenue_total"
226383,"Lubbock Christian University",88,11996,39,4377,79,11075,NA,NA,NA,22440,22440,7702,7702,36284,36284,36284,36284,47,42,50,23,38,52,38,46,56,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily residential",69,100,1439,4,24,68,60,NA,0,"No",0,21257005,0,6363386,0,1620527,13474343,35317785
153834,"Luther College",98,30412,18,4368,64,6543,NA,NA,NA,42290,42290,9460,9460,55805,55805,55805,55805,79,73,84,56,60,80,63,77,87,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, highly residential",84,100,2005,2,6,79,57,NA,1,"No",0,167343647,385790,13551939,389270,4532845,29361078,72322318
135364,"Luther Rice College & Seminary",63,3580,56,3454,55,7171,NA,NA,NA,7616,7616,17312,NA,NA,NA,27778,27778,0,0,0,NA,NA,0,0,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily nonresidential",0,22,293,43,2,51,33,NA,0,"No",94,554123,0,626766,0,909400,1700024,4723039
213668,"Lycoming College",99,33516,44,4763,79,6966,NA,NA,NA,40315,40315,9450,12568,56155,56155,53037,53037,67,66,69,48,86,68,75,61,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",75,NA,1142,13,12,60,53,NA,0,"No",0,207600000,0,8221532,0,4052220,14694336,43351847
132657,"Lynn University",85,15858,25,4992,33,6282,NA,NA,NA,38210,38210,13035,12170,56823,56823,59280,59280,55,53,56,53,58,49,51,49,57,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",72,67,2232,11,16,46,49,NA,1,"No",9,26639336,0,25848738,0,2746400,31583605,94804608
106342,"Lyon College",99,22858,41,4777,61,6216,NA,NA,NA,28790,28790,9130,9130,41420,41420,41420,41420,49,48,50,33,33,50,43,60,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, very small, highly residential",71,NA,655,9,7,66,43,NA,0,"No",0,61076223,0,7000346,0,2119935,7891198,17355970
173902,"Macalester College",81,35808,18,4700,46,5872,NA,NA,NA,54344,54344,NA,12156,68627,68627,NA,NA,90,86,92,83,86,89,85,89,91,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",96,NA,2174,3,8,58,60,NA,0,"No",0,771294000,1822000,24981000,205000,12992000,46775000,105686000
192624,"Machzikei Hadath Rabbinical College",99,11058,88,5978,0,NA,NA,NA,NA,11500,11500,14214,NA,15500,15500,29714,29714,29,29,NA,NA,NA,29,40,NA,11,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily residential",89,NA,149,0,0,99,0,NA,NA,"No",0,NA,0,267563,365687,345178,656537,1818376
170806,"Madonna University",68,9365,31,4018,50,7636,NA,NA,NA,21900,21900,9950,9950,35670,35670,36504,36504,61,51,68,25,67,67,56,57,65,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily nonresidential",76,57,2440,11,4,62,65,NA,0,"No",19,41180822,0,8072408,180308,3799207,22223050,45869601
182917,"Magdalen College",94,21877,47,4549,60,6980,NA,NA,NA,24000,24000,8000,8000,34756,34756,33300,33300,65,50,75,NA,75,64,NA,NA,69,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Distant","Four-year, very small, highly residential",73,NA,83,0,8,87,54,NA,NA,"No",0,NA,0,152364,0,175136,562364,2569032
153861,"Maharishi International University",79,13063,63,4029,66,7410,NA,NA,NA,16530,16530,7400,7400,28730,28730,28730,28730,70,65,75,60,56,73,64,67,88,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, highly residential",53,NA,324,9,8,29,63,NA,1,"No",44,7806000,388000,2393000,486000,1827000,11447000,33213000
161509,"Maine College of Art & Design",100,17621,41,4480,81,6778,NA,NA,NA,35050,35050,8100,12290,50690,50690,46500,46500,51,55,50,0,50,52,39,59,59,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, very small, highly residential",71,0,395,5,7,73,70,NA,0,"No",0,8113222,0,1511095,0,1073595,6216636,15980657
161299,"Maine Maritime Academy",69,12008,27,4400,78,6608,20728,19331,24916,13478,27098,10310,10310,27688,41308,27688,41308,74,74,74,NA,33,75,67,80,76,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Distant","Four-year, small, highly residential",84,NA,979,1,3,85,16,33368,0,"No",0,24925359,266145,5648884,849426,1757162,11259768,56101022
203775,"Malone University",100,18646,38,4329,72,6700,NA,NA,NA,30860,30860,7300,9500,44660,44660,43160,43160,57,52,61,48,33,61,50,57,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",73,67,1288,11,3,78,58,NA,1,"No",7,21082611,0,6199376,0,1954819,12327753,30268536
151777,"Manchester University",99,25301,43,4816,93,6533,NA,NA,NA,32758,32758,6461,9780,45026,45026,43561,43561,52,48,57,42,47,53,47,58,73,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",60,NA,1186,9,7,72,53,NA,0,"No",0,62457978,541151,7766366,11988,5450349,15245588,46652078
155496,"Manhattan Christian College",86,8137,40,4586,64,6938,NA,NA,NA,16260,16260,9600,9092,30352,30352,31260,31260,41,32,47,0,0,44,38,100,91,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, very small, highly residential",51,NA,232,6,9,59,40,NA,NA,"No",5,3071637,0,820030,0,363806,844444,4895911
192703,"Manhattan College",94,23113,28,4799,56,6488,NA,NA,NA,42608,42608,16220,16220,62128,62128,62428,62428,74,73,74,62,70,79,66,75,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, highly residential",82,100,3654,6,23,55,45,NA,0,"No",0,100562380,791824,25860703,0,12309082,48669662,153990150
192712,"Manhattan School of Music",74,23700,13,4858,34,6537,NA,NA,NA,47300,47300,15785,15785,68685,68685,68685,68685,78,73,83,0,0,71,92,72,77,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",89,NA,511,4,2,32,50,NA,0,"No",0,26394802,0,3433799,0,6015152,20755964,52334702
192749,"Manhattanville College",92,24881,29,5096,49,6750,NA,NA,NA,38820,38820,14520,14520,55690,55690,55690,55690,59,51,64,69,57,71,58,60,64,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",70,NA,1590,10,26,46,60,NA,0,"No",0,30838690,0,12996282,0,5046159,21371860,58603425
461528,"Manna University",74,1912,33,3524,27,5135,NA,NA,NA,6100,6100,8975,NA,NA,NA,21222,21222,0,0,NA,NA,0,0,80,100,43,"No","Private not-for-profit, 4-year or above","Degree-granting, not primarily baccalaureate or above","City: Midsize","Four-year, very small, primarily nonresidential",NA,60,124,15,12,52,41,NA,NA,"No",18,28100,0,243282,0,173907,112729,1002684
213783,"Mansfield University of Pennsylvania",78,8304,47,4546,77,6822,18153,15083,23781,12330,22030,9256,12324,29062,38762,27094,36794,51,49,52,27,29,53,42,54,45,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",71,0,1597,10,3,79,61,690,0,"No",6,1026655,0,8402519,301022,4020262,19136226,49225669
446394,"Maple Springs Baptist Bible College and Seminary",11,5420,11,4920,0,NA,NA,NA,NA,5400,5400,9081,NA,NA,NA,20645,20645,0,0,0,0,NA,NA,NA,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily nonresidential",NA,0,27,100,0,0,70,NA,NA,"No",0,NA,0,10493,5246,15738,34101,263205
239071,"Maranatha Baptist University",66,7240,36,4192,36,6028,NA,NA,NA,15410,15410,10710,7100,26630,26630,30240,30240,47,43,51,NA,0,59,51,33,86,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, very small, highly residential",72,40,780,1,4,84,55,NA,1,"No",36,277062,0,1684188,0,1307165,6062517,16623442
239080,"Marian University",89,14174,38,4469,72,6555,NA,NA,NA,27400,27400,5253,7439,39229,39229,37533,37533,53,51,54,26,40,63,42,60,60,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily residential",65,NA,1430,6,7,79,70,NA,0,"No",12,7853458,0,7341796,0,4773158,8759631,32302422
151786,"Marian University",64,24128,24,4529,66,8717,NA,NA,NA,34000,34000,8348,10640,49602,49602,47454,47454,57,56,58,40,0,60,41,65,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily residential",77,NA,2428,10,6,72,63,NA,0,"No",34,63740039,269371,17107848,1287305,8577051,42487759,103907933
203845,"Marietta College",86,26420,25,4599,61,6741,NA,NA,NA,36040,36040,3844,11320,50154,50154,43226,43226,56,52,63,26,53,61,45,61,64,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, small, highly residential",73,NA,1052,4,3,71,41,NA,0,"No",0,84756405,0,8219293,0,4003550,19860586,44792558
192819,"Marist College",82,15944,16,4611,53,6580,NA,NA,NA,39600,39600,14150,15550,58150,58150,57250,57250,83,81,84,52,73,87,75,85,83,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",87,NA,5670,4,10,73,58,NA,0,"No",2,71167181,611155,39062864,854996,17506069,82726290,240237641
239105,"Marquette University",95,21102,18,4732,45,6436,NA,NA,NA,41870,41870,12720,12720,58057,58057,60342,60342,85,84,86,82,75,87,76,86,87,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, highly residential",87,100,8435,4,13,69,54,NA,1,"No",1,668800000,42500000,66564000,6048000,63885000,124496000,470298000
198899,"Mars Hill University",85,23500,61,4340,82,6657,NA,NA,NA,32968,32968,9592,9592,44460,44460,44360,44360,39,34,46,25,40,46,34,48,43,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",63,NA,1132,19,6,59,54,NA,0,"No",0,52019575,0,2562257,519846,1046528,10601107,34238917
237525,"Marshall University",76,8761,39,5166,50,8190,8508,5770,14193,8128,18614,9470,10454,21969,32455,21785,32271,46,40,51,31,36,48,36,43,58,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",72,30,9593,5,2,82,58,12839,3,"No",9,129378559,16803790,17804119,20813817,27907288,108976641,290579179
173452,"Martin Luther College",80,8707,27,3992,48,6007,NA,NA,NA,15410,15410,6080,6080,26590,26590,26590,26590,73,66,80,100,0,72,72,63,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",85,NA,885,1,2,93,51,NA,0,"No",13,13999131,0,3890083,0,1795393,8078723,22350764
151810,"Martin University",95,8288,83,4360,87,8441,NA,NA,NA,13200,13200,7810,NA,NA,NA,24174,24174,4,0,6,4,NA,NA,4,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",53,57,245,94,1,4,74,NA,NA,"No",0,NA,0,1014512,268928,224054,978288,4569979
232672,"Mary Baldwin University",86,18634,56,4683,69,7367,NA,NA,NA,31110,31110,11250,9410,43550,43550,46120,46120,47,NA,47,47,43,53,45,52,49,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily residential",75,67,1327,23,9,53,86,NA,0,"No",39,35838180,0,6906902,7601,1734679,16924309,33874518
163295,"Maryland Institute College of Art",91,23185,21,4905,42,6809,NA,NA,NA,48630,48630,10470,13280,64910,64910,62100,62100,70,71,69,73,63,70,60,72,74,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",89,NA,1782,8,10,37,75,NA,1,"No",0,90780041,0,5500336,0,18073263,36288136,91952540
118541,"Marymount California University",83,20366,40,5031,57,8209,NA,NA,NA,36134,36134,12138,14666,55822,55822,53294,53294,23,13,29,28,31,18,36,32,29,"No","Private not-for-profit, 4-year or above","Degree-granting, not primarily baccalaureate or above","Suburb: Large","Four-year, very small, primarily residential",54,50,735,7,40,22,49,NA,1,"No",1,12360679,0,6194667,0,1839233,5291089,22400342
192864,"Marymount Manhattan College",83,15602,25,5022,65,6659,NA,NA,NA,33778,33778,12500,16832,58110,58110,53778,53778,48,45,48,23,48,50,40,53,49,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily residential",68,53,2063,9,16,57,78,NA,0,"No",0,20985702,0,11762673,0,4263173,21979246,63447051
232706,"Marymount University",77,16505,27,4669,48,7539,NA,NA,NA,31926,31926,14454,13190,50766,50766,54730,54730,57,53,59,52,53,59,50,59,61,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, primarily residential",72,75,2287,14,18,34,64,NA,1,"No",0,46300321,1695778,13307832,0,14132988,37389090,91193667
220710,"Maryville College",99,28821,39,4930,74,6947,NA,NA,NA,34880,34880,11424,11424,50254,50254,50254,50254,55,48,60,58,62,56,48,49,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",68,NA,1146,11,4,76,55,NA,0,"No",0,96710280,0,6243948,98339,2313373,9108049,34044956
178059,"Maryville University of Saint Louis",78,14968,30,4113,79,5171,NA,NA,NA,28470,28470,11232,10088,46076,46076,51330,51330,72,62,77,64,64,74,69,76,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily residential",86,NA,3678,10,5,70,66,NA,0,"No",16,54683669,0,15612152,0,10422240,44301376,110839446
213826,"Marywood University",91,20595,32,4401,70,8118,NA,NA,NA,34910,34910,10000,14000,51960,51960,47960,47960,67,69,65,50,67,68,60,72,68,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",86,33,1934,3,8,73,68,NA,1,"No",2,41648961,190768,10916323,0,10255442,26518983,74132867
166674,"Massachusetts College of Art and Design",78,7870,28,4705,55,9723,25188,18422,27112,13200,36400,13500,13500,30200,53400,30200,53400,63,59,65,71,66,65,58,64,67,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",86,100,1954,4,10,58,72,7716,0,"No",0,17746585,0,6560021,864019,6918459,25740171,91867481
167288,"Massachusetts College of Liberal Arts",82,7062,47,4343,73,9432,15418,12587,21705,10559,19504,9133,10980,25965,34910,24118,33063,56,63,52,53,41,58,47,61,65,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, small, highly residential",70,50,1277,8,10,71,62,9723,0,"No",7,12817539,0,7667240,0,6018519,18769605,49362991
166683,"Massachusetts Institute of Technology",65,46952,18,4721,9,6057,NA,NA,NA,51832,51832,NA,15510,70240,70240,NA,NA,94,94,95,89,90,95,92,92,95,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, large, highly residential",99,NA,4602,6,15,31,46,NA,4,"No",0,16400027000,1581428000,100307000,1509000,440921000,925388000,5223944000
166692,"Massachusetts Maritime Academy",46,10928,17,4257,76,5510,15424,6235,25649,9728,26106,NA,12675,27858,44236,NA,NA,73,73,76,100,0,74,82,75,68,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, small, highly residential",86,NA,1709,1,5,85,14,13022,0,"No",0,22721018,0,10128451,0,8125800,19887998,81999449
200226,"Mayville State University",52,4665,28,3942,45,6644,12479,7679,15225,6666,9399,7840,7840,18606,21339,18606,21339,28,22,35,0,17,31,29,25,29,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Remote","Four-year, very small, primarily residential",66,33,1147,5,6,78,62,9161,1,"No",54,7361512,238051,3340875,4686837,793859,6893812,23617665
164270,"McDaniel College",97,31736,31,4774,63,6319,NA,NA,NA,43260,43260,7000,11430,57610,57610,53630,53630,67,61,71,55,42,70,59,69,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Small","Four-year, small, highly residential",80,NA,1603,16,7,63,51,NA,0,"No",0,132035000,161000,10715000,39000,3024000,22611000,64666000
147013,"McKendree University",85,18945,35,4481,54,7148,NA,NA,NA,30520,30520,7500,9430,43500,43500,42270,42270,54,48,61,32,40,63,48,55,59,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",79,NA,1951,14,5,62,53,NA,0,"No",15,43335652,0,10632660,740324,1639270,12150234,48293646
226587,"McMurry University",85,15952,48,4902,69,7408,NA,NA,NA,27419,27419,5452,8602,41375,41375,39127,39127,33,21,51,27,36,34,28,43,34,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",62,NA,1128,13,27,48,50,NA,0,"No",8,101794371,78592,3210143,0,2186393,9709013,31505443
159717,"McNeese State University",75,6822,32,4675,36,6357,11974,11892,15519,7860,15898,9430,8326,21526,29564,23470,31508,44,39,48,33,50,46,37,36,52,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily nonresidential",70,50,6998,16,4,70,59,3232,0,"No",9,20050729,368515,5406658,1172160,9396843,29973726,107045099
155511,"McPherson College",96,18104,38,4502,70,6787,NA,NA,NA,28951,28951,7946,8411,42118,42118,45085,45085,37,24,51,23,35,37,48,30,24,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, very small, highly residential",70,NA,772,12,16,60,35,NA,0,"No",0,47294586,0,5665700,0,1108335,5965033,19760673
166656,"MCPHS University",90,10279,26,5161,66,9630,NA,NA,NA,33620,33620,16974,16974,55120,55120,55120,55120,66,58,71,50,63,70,67,70,69,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily residential",80,67,3966,9,8,36,72,NA,2,"No",1,1020134444,127250,22703580,0,18472337,98609414,299985986
192925,"Medaille College",90,19748,55,4321,73,7968,NA,NA,NA,29500,29500,9500,13500,45200,45200,41200,41200,37,35,38,31,67,44,33,43,50,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily residential",65,NA,1511,19,4,64,73,NA,1,"No",12,1470738,0,4476296,0,5101093,12389650,37206135
118693,"Menlo College",99,29152,32,5058,48,6581,NA,NA,NA,42800,42800,14225,14225,60318,60318,62793,62793,59,55,65,27,65,67,52,71,57,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",66,NA,775,6,25,25,43,NA,0,"No",0,24838280,0,7865685,0,2581552,5990810,26797768
140447,"Mercer University",92,22945,33,4877,57,7467,NA,NA,NA,36894,36894,12522,11616,52488,52488,53394,53394,66,64,68,59,69,67,57,67,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, primarily residential",89,79,4797,28,6,48,62,NA,4,"No",9,345981665,41245753,26998753,1789032,28870920,104388610,320946027
193016,"Mercy College",71,11491,52,4821,55,7037,NA,NA,NA,19042,19042,8430,14400,38200,38200,32548,32548,43,39,45,41,40,51,42,52,46,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily nonresidential",75,72,6611,21,39,24,66,NA,3,"No",8,245533842,0,19312979,0,26542800,49128294,148350199
153977,"Mercy College of Health Sciences",73,7492,43,4548,77,7808,NA,NA,NA,17952,17952,5550,NA,NA,NA,29896,29896,25,NA,25,NA,NA,25,21,90,25,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, very small, primarily nonresidential",74,33,727,7,5,79,87,NA,1,"No",9,7133402,0,1996780,0,2046493,7012199,16294055
213987,"Mercyhurst University",98,27869,29,4485,69,6658,NA,NA,NA,37170,37170,10330,12880,53311,53311,50761,50761,68,62,73,48,50,72,58,69,79,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",78,100,2381,4,4,78,58,NA,1,"No",0,27708196,0,12802355,83579,21631862,18807522,89525582
198950,"Meredith College",96,23947,32,4840,62,6871,NA,NA,NA,37176,37176,10930,10930,50796,50796,50796,50796,61,NA,61,50,70,61,54,65,65,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, highly residential",80,NA,1603,8,9,69,100,NA,0,"No",0,113533181,0,5254520,369897,7559766,21721693,58488041
166850,"Merrimack College",91,21338,18,4608,67,6473,NA,NA,NA,41760,41760,15845,15845,60055,60055,60055,60055,71,69,73,38,51,76,60,75,73,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",85,0,3853,3,7,73,50,NA,0,"No",0,58487986,930201,29817801,2165944,12529515,41326959,141652209
193052,"Mesivta Torah Vodaath Rabbinical Seminary",98,15132,72,6222,0,NA,NA,NA,NA,11960,11960,18470,4500,19860,19860,33630,33630,29,29,NA,NA,NA,29,33,NA,27,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, highly residential",22,NA,206,0,0,100,0,NA,NA,"No",0,1316538,0,130784,0,1800250,2704284,6761845
193070,"Mesivtha Tifereth Jerusalem of America",49,8477,49,5639,0,NA,NA,NA,NA,11500,11500,4000,4000,16500,16500,16500,16500,0,0,NA,NA,NA,0,0,NA,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, highly residential",75,NA,43,0,0,98,0,NA,NA,"No",0,NA,0,343126,0,652215,2389568,4161642
417752,"Messenger College",93,5779,71,4632,89,8461,NA,NA,NA,9180,9180,8713,6350,22202,22202,24565,24565,20,33,14,NA,0,25,0,100,0,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",89,NA,45,4,20,64,51,NA,NA,"No",33,543454,0,134531,0,63495,103470,1410909
213996,"Messiah University",96,19195,21,4255,65,6552,NA,NA,NA,35160,35160,10520,10520,49280,49280,50340,50340,78,77,78,45,74,79,68,80,81,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",87,NA,2734,2,5,81,61,NA,3,"No",0,138195362,0,21210794,2772420,9385375,39120154,98143590
147129,"Methodist College",67,4394,52,2029,87,4925,NA,NA,NA,20750,20750,8000,11100,42100,42100,39000,39000,46,0,54,NA,0,50,33,69,17,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, very small, primarily nonresidential",NA,0,687,12,3,79,88,NA,NA,"No",4,2180499,0,2038802,0,1275207,6838760,13217114
198969,"Methodist University",87,20965,39,4386,52,6731,NA,NA,NA,33852,33852,12968,12576,55965,55965,52833,52833,39,31,54,20,32,44,25,49,41,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, highly residential",53,29,1772,17,7,42,48,NA,0,"No",2,21721992,0,10162624,0,2248639,21734147,49526662
190114,"Metropolitan College of New York",87,8040,72,4653,77,8927,NA,NA,NA,19454,19454,9600,NA,NA,NA,33154,33154,24,33,19,32,0,0,26,67,33,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily nonresidential",36,33,698,53,31,4,71,NA,1,"No",3,695792,0,7215816,0,3567632,10311131,27468732
174020,"Metropolitan State University",58,4492,45,3576,44,7203,15056,14388,21590,7879,14980,10325,NA,NA,NA,28858,35959,39,40,39,25,0,50,42,67,23,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, primarily nonresidential",66,61,7031,21,7,48,59,1031,0,"No",19,5650000,694000,8395000,20000,24016000,35321000,93655000
127565,"Metropolitan State University of Denver",50,6326,36,4141,39,6756,13067,11531,19277,7666,20847,11547,NA,NA,NA,26711,39892,28,21,35,14,25,31,23,29,32,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily nonresidential",65,51,19437,6,29,51,53,979,NA,"No",6,10877053,647378,25619991,3386920,29284075,97819281,230181569
